Empresa;CNPJ;UF;Situacao;Monitorado
TRADITIO COMPANHIA DE SEGUROS;33.041.062/0001-09;RJ;Ativa;Sim
TRAEL TRANSFORMADORES ELETRICOS LTDA;37.457.942/0001-03;MT;Ativa;Sim
TRAIL INFRAESTRUTURA LTDA;05.497.348/0001-50;SP;Ativa;Sim
TRAJANO SILVA REMATES LTDA;93.910.065/0001-55;RS;Ativa;Sim
TRAMAR INDUSTRIAL LTDA;47.454.467/0001-75;SP;Ativa;Sim
TRAMONTINA CENTRAL DE ADMINISTRACAO LTDA;90.114.299/0001-06;RS;Ativa;Sim
TRAMONTINA ELETRIK S.A.;88.674.080/0001-01;RS;Ativa;Sim
TRAMONTINA FARROUPILHA SA INDUSTRIA METALURGICA;87.834.883/0001-13;RS;Ativa;Sim
TRAMONTINA GARIBALDI SA INDUSTRIA METALURGICA;90.049.792/0001-81;RS;Ativa;Sim
TRAMONTINA GARIBALDI SA INDUSTRIA METALURGICA;90.049.792/0001-81;RS;Ativa;Sim
TRAMONTINA MADEIRAS S.A.;93.682.854/0001-86;RS;Ativa;Sim
TRAMONTINA MULTI S/A;88.037.668/0001-54;RS;Ativa;Sim
TRAMONTINA NORDESTE S/A;15.205.628/0001-09;BA;Ativa;Sim
TRAMONTINA NORTE S/A;14.098.057/0001-80;PA;Ativa;Sim
TRAMONTINA PLANALTO S/A;00.142.240/0001-20;GO;Ativa;Sim
TRAMONTINA SA CUTELARIA;90.050.238/0001-14;RS;Ativa;Sim
TRAMONTINA SUDESTE S.A.;61.652.608/0001-95;SP;Ativa;Sim
TRAMONTINA TEEC S/A.;01.554.846/0001-36;RS;Ativa;Sim
TRAMONTINI MAQUINAS LTDA;89.460.331/0001-18;RS;Ativa;Sim
TRANAL TREFILADOS DE ACOS NACIONAIS LTDA;63.035.109/0001-84;SP;Ativa;Sim
TRANORTE SISTEMAS MECANIZADOS LTDA.;04.308.019/0001-50;SC;Ativa;Sim
TRANORTE SISTEMAS MECANIZADOS LTDA.;04.308.019/0001-50;SC;Ativa;Sim
TRANS ENERGY LTDA;09.088.347/0001-02;SP;Ativa;Sim
TRANS FUTURA LTDA;08.000.654/0001-27;GO;Ativa;Sim
TRANS FUTURA LTDA;08.000.654/0001-27;GO;Ativa;Sim
TRANS KOTHE TRANSPORTES RODOVIARIOS S/A;03.052.564/0001-66;SP;Ativa;Sim
TRANS NECO LTDA;05.556.599/0001-68;GO;Ativa;Sim
TRANSAL TRANSPORTADORA SALVAN LTDA;00.214.121/0001-36;SC;Ativa;Sim
TRANSAMERICA HOLDINGS LTDA.;62.937.347/0001-12;SP;Ativa;Sim
TRANSAMIGOS TRANSPORTES E SERVICOS LTDA;19.497.510/0001-44;MG;Ativa;Sim
TRANSAVANTE TRANSPORTADORA AVANTE LTDA;18.041.863/0001-72;MG;Ativa;Sim
TRANSAVANTE TRANSPORTADORA AVANTE LTDA;18.041.863/0001-72;MG;Ativa;Sim
TRANSBEN TRANSPORTES LTDA;03.523.549/0001-59;SC;Ativa;Sim
TRANSBET TRANSPORTE E LOGISTICA LTDA;07.370.836/0001-27;CE;Ativa;Sim
TRANSBR TRANSPORTES LTDA;14.059.725/0001-60;SC;Ativa;Sim
TRANSBRASILIANA - CONCESSIONARIA DE RODOVIA S.A.;09.074.183/0001-64;SP;Ativa;Sim
TRANSBRASINTER TRANSPORTES RODOVIARIOS LTDA;01.128.056/0001-99;SP;Ativa;Sim
TRANSBUS COMERCIO DE PECAS LTDA;01.882.105/0001-84;SC;Ativa;Sim
TRANSCAMILA CARGAS E ARMAZENS GERAIS LTDA;01.194.185/0001-85;PR;Ativa;Sim
TRANSCAMPO-TRANSPORTADORA CAMPO LTDA;28.497.030/0001-74;ES;Ativa;Sim
TRANSCELESTIAL TRANSPORTES LTDA;02.528.096/0001-90;SP;Ativa;Sim
TRANSCHEMICAL TRANSPORTES E LOGISTICA LTDA;22.037.107/0001-47;BA;Ativa;Sim
TRANSCODIL LTDA;04.784.896/0001-06;MG;Ativa;Sim
TRANSCOL TRANSPORTES COLETIVOS LTDA;10.934.008/0001-89;PE;Ativa;Sim
TRANSCOR INDUSTRIA DE PIGMENTOS E CORANTES LTDA;00.012.847/0001-96;SP;Ativa;Sim
TRANSCOR INDUSTRIA DE PIGMENTOS E CORANTES LTDA;00.012.847/0001-96;SP;Ativa;Sim
TRANSCOTA LOGISTICA LTDA;21.545.694/0001-12;MG;Ativa;Sim
TRANSDATA ENGENHARIA E MOVIMENTACAO LTDA;43.053.081/0001-09;SP;Ativa;Sim
TRANSDOURADA TRANSPORTES RODOVIARIOS LTDA.;19.030.776/0001-82;PA;Ativa;Sim
TRANSEGUR SEGURANCA LTDA;03.265.996/0001-55;ES;Ativa;Sim
TRANSEICH ASSESSORIA E TRANSPORTES S/A;88.246.251/0001-00;PR;Ativa;Sim
TRANSEMBA TRANSPORTES RODOVIARIOS LTDA;78.749.090/0001-05;PR;Ativa;Sim
TRANSERTAO SULNOROESTE TRANSPORTES E LOGISTICA LTDA;12.240.256/0001-55;SP;Ativa;Sim
TRANSERTAO TAQUA TRANSPORTES E LOGISTICA LTDA;22.228.561/0001-85;SP;Ativa;Sim
TRANSFEPAJE - TRANSPORTE RODOVIARIO DE CARGAS LTDA;07.432.416/0001-28;PR;Ativa;Sim
TRANSGANSO COMERCIO E TRANSPORTES LTDA.;02.350.920/0001-65;MT;Ativa;Sim
TRANSGIRES TRANSPORTES LTDA;81.692.956/0001-01;PR;Ativa;Sim
TRANSGLOBAL OPERACOES PORTUARIAS LTDA;09.393.735/0001-05;PE;Ativa;Sim
TRANSHIP TRANSPORTES MARITIMOS LTDA;31.667.298/0001-11;RJ;Ativa;Sim
TRANSILVA TRANSPORTES E LOGISTICA LTDA;30.581.433/0001-49;ES;Ativa;Sim
TRANSIRE FABRICACAO DE COMPONENTES ELETRONICOS S.A.;21.785.364/0001-02;AM;Ativa;Sim
TRANSJOEL LTDA;12.105.676/0001-29;SC;Ativa;Sim
TRANSJOI TRANSPORTES LTDA;83.630.053/0001-13;SC;Ativa;Sim
TRANSJORDANO LTDA;02.804.480/0001-79;SP;Ativa;Sim
TRANSLI - TRANSPORTADORA LIBERDADE LTDA.;01.650.438/0001-88;PR;Ativa;Sim
TRANSLIQ TRANSPORTES DE CARGAS LTDA.;07.410.695/0001-29;SP;Ativa;Sim
TRANSLIQUIDO TRANSPORTES LTDA;06.168.597/0001-64;PR;Ativa;Sim
TRANSMARCON TRANSPORTES LTDA;78.637.063/0001-40;SC;Ativa;Sim
TRANSMARIA TRANSPORTES LTDA;93.169.688/0001-19;RS;Ativa;Sim
TRANSMARINI LTDA;56.171.614/0001-90;SP;Ativa;Sim
TRANSMARONI TRANSPORTES BRASIL RODOVIARIOS LTDA;03.831.403/0001-70;SP;Ativa;Sim
TRANSMEC OVERSEAS DO BRASIL LTDA;05.122.983/0001-52;SP;Ativa;Sim
TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;07.859.971/0001-30;RJ;Ativa;Sim
TRANSMISSORA MATOGROSSENSE DE ENERGIA S.A.;10.994.254/0001-26;MT;Ativa;Sim
TRANSMOB TRANSPORTES LTDA;50.505.924/0001-18;SP;Ativa;Sim
TRANSMORENO TRANSPORTE E LOGISTICA LTDA;49.243.124/0001-97;PR;Ativa;Sim
TRANSNACIONAL TRANSPORTE NACIONAL DE PASSAGEIROS LTDA;12.613.006/0001-13;PB;Ativa;Sim
TRANSNACIONAL TRANSPORTES URBANOS LTDA;08.552.473/0001-03;RN;Ativa;Sim
TRANSNETO ARARAQUARA TRANSPORTES LTDA;67.547.323/0001-70;SP;Ativa;Sim
TRANSNOVAG TRANSPORTES SA;55.890.016/0001-09;SP;Ativa;Sim
TRANSO COMBUSTIVEIS LTDA;01.136.600/0001-44;SP;Ativa;Sim
TRANSPARE TRANSPORTES ARMAZENS GERAIS LTDA;06.009.235/0001-20;SC;Ativa;Sim
TRANSPIRATININGA LOGISTICA E LOCACAO DE VEICULOS E EQUIPAMENTOS LTDA.;59.275.594/0001-96;SP;Ativa;Sim
TRANSPORT REPRESENTACOES LTDA;28.442.971/0001-00;SC;Ativa;Sim
TRANSPORT SERVICOS LTDA;91.036.954/0001-00;RS;Ativa;Sim
TRANSPORTADORA ARCO LTDA;87.339.016/0001-01;RS;Ativa;Sim
TRANSPORTADORA BOMPRECO LTDA;63.073.266/0001-84;SP;Ativa;Sim
TRANSPORTADORA BRASILEIRA GASODUTO BOLIVIA-BRASIL S/A;01.891.441/0001-93;RJ;Ativa;Sim
TRANSPORTADORA CIDADE IMPERIAL LTDA;30.905.265/0001-08;SP;Ativa;Sim
TRANSPORTADORA CONDEROZA LTDA;43.951.698/0001-33;SP;Ativa;Sim
TRANSPORTADORA DANGLARES DUARTE LTDA;01.330.350/0001-89;SP;Ativa;Sim
TRANSPORTADORA FONSECA JUNIOR LTDA;92.189.596/0001-38;RS;Ativa;Sim
TRANSPORTADORA GIACCHERO LTDA;17.949.900/0001-82;MG;Ativa;Sim
TRANSPORTADORA GOTTEMS LTDA.;06.005.477/0001-46;RS;Ativa;Sim
TRANSPORTADORA ISOGAMA LTDA;06.312.039/0001-20;PR;Ativa;Sim
TRANSPORTADORA JOLIVAN LTDA;32.438.772/0001-04;ES;Ativa;Sim
TRANSPORTADORA KALINCA LTDA;94.571.072/0001-32;RS;Ativa;Sim
TRANSPORTADORA LUANA LTDA;02.864.963/0002-40;MT;Ativa;Sim
TRANSPORTADORA MARQUESIM LTDA;52.132.271/0001-02;SP;Ativa;Sim
TRANSPORTADORA MINUANO LTDA;87.183.570/0001-42;RS;Ativa;Sim
TRANSPORTADORA PITUTA LTDA;86.501.400/0001-04;MG;Ativa;Sim
TRANSPORTADORA PORTO FERREIRA LTDA;43.399.567/0001-95;SP;Ativa;Sim
TRANSPORTADORA PRA FRENTE BRASIL LTDA;80.174.840/0001-00;PR;Ativa;Sim
TRANSPORTADORA PRATI DONADUZZI LTDA;07.606.029/0001-60;PR;Ativa;Sim
TRANSPORTADORA PRIMO LTDA;80.247.943/0001-52;PR;Ativa;Sim
TRANSPORTADORA RODOJULIA LTDA;41.233.988/0001-16;PR;Ativa;Sim
TRANSPORTADORA RODOMEU LTDA;44.801.942/0001-44;SP;Ativa;Sim
TRANSPORTADORA SANA LTDA;01.501.729/0001-04;RS;Ativa;Sim
TRANSPORTADORA SILVESTRIN LTDA;32.506.981/0001-30;RS;Ativa;Sim
TRANSPORTADORA TRANSCARGA DE SAO CARLOS LTDA;61.060.794/0001-73;SP;Ativa;Sim
TRANSPORTADORA TRANSLIQUIDO BROTENSE S/A;44.720.159/0003-18;SP;Ativa;Sim
TRANSPORTADORA TRANSLIQUIDO BROTENSE S/A;44.720.159/0001-56;SP;Ativa;Sim
TRANSPORTADORA TRANSPOSTOS PAULINIA LTDA;01.146.052/0001-33;SP;Ativa;Sim
TRANSPORTE COLETIVO CIDADE CANCAO LTDA;79.118.311/0001-00;PR;Ativa;Sim
TRANSPORTE COLETIVO GRANDE BAURU LTDA.;10.554.840/0001-50;SP;Ativa;Sim
TRANSPORTE RODOVIARIO NORDESTINO LTDA;09.383.084/0001-64;PB;Ativa;Sim
TRANSPORTE RODOVIARIO NORDESTINO LTDA;09.383.084/0001-64;PB;Ativa;Sim
TRANSPORTES AEREOS PORTUGUESES SA;33.136.896/0001-90;SP;Ativa;Sim
TRANSPORTES BERTOLINI LTDA;04.503.660/0001-46;AM;Ativa;Sim
TRANSPORTES BERWANGER LTDA;91.671.529/0001-92;RS;Ativa;Sim
TRANSPORTES BOTUVERA LTDA;78.261.252/0001-61;MT;Ativa;Sim
TRANSPORTES CANARINHO LTDA;00.274.729/0001-56;SC;Ativa;Sim
TRANSPORTES CAVALINHO LTDA;88.473.731/0001-03;RS;Ativa;Sim
TRANSPORTES COLETIVOS RAINHA LTDA;82.770.033/0001-85;SC;Ativa;Sim
TRANSPORTES DE GAS BESSEGA E MARSON LIMITADA;88.340.740/0001-18;RS;Ativa;Sim
TRANSPORTES DELLA VOLPE S A COMERCIO E INDUSTRIA;61.139.432/0001-72;SP;Ativa;Sim
TRANSPORTES DUMAR LTDA;87.712.055/0005-36;SP;Ativa;Sim
TRANSPORTES DUMAR LTDA;87.712.055/0001-02;RS;Ativa;Sim
TRANSPORTES E REFLORESTAMENTOS NATUREZA LTDA;01.965.377/0001-48;SC;Ativa;Sim
TRANSPORTES ENTRE IJUIS LTDA;87.862.124/0001-64;N/A;Ativa;Sim
TRANSPORTES F.S. S.A;33.943.267/0001-71;RJ;Ativa;Sim
TRANSPORTES FRANCISCONI LTDA;83.478.743/0001-07;SC;Ativa;Sim
TRANSPORTES GARCIA SAO CARLOS LTDA;67.921.023/0001-00;SP;Ativa;Sim
TRANSPORTES GRAL LTDA;83.303.404/0001-81;SC;Ativa;Sim
TRANSPORTES IMEDIATO S/A;49.151.483/0001-14;SP;Ativa;Sim
TRANSPORTES IMEDIATO S/A;49.151.483/0028-34;SP;Ativa;Sim
TRANSPORTES MARVEL S.A.;83.084.301/0001-78;SC;Ativa;Sim
TRANSPORTES MOBILINE LTDA;03.341.775/0001-19;RS;Ativa;Sim
TRANSPORTES NOVA ERA LTDA;00.103.768/0001-90;MG;Ativa;Sim
TRANSPORTES POLONI LTDA;30.689.889/0001-27;ES;Ativa;Sim
TRANSPORTES SANTO ANTONIO LTDA;29.331.758/0001-94;RJ;Ativa;Sim
TRANSPORTES SAVENHAGO LTDA;02.294.891/0001-61;SC;Ativa;Sim
TRANSPORTES SILVIO LTDA;79.247.920/0001-69;SC;Ativa;Sim
TRANSPORTES TRANSLOVATO LTDA;89.823.918/0001-44;RS;Ativa;Sim
TRANSPORTES TREMEA LTDA;82.689.514/0001-60;SC;Ativa;Sim
TRANSPORTES VIVAN LTDA;76.826.692/0001-93;SC;Ativa;Sim
TRANSPORTES ZANINI LTDA;82.812.090/0001-80;SC;Ativa;Sim
TRANSPPASS TRANSPORTE DE PASSAGEIROS LTDA.;06.268.099/0001-93;SP;Ativa;Sim
TRANSRIBEIRO TRANSPORTE & CIA LTDA;08.898.095/0001-14;SP;Ativa;Sim
TRANSRIO CAMINHOES, ONIBUS, MAQUINAS E MOTORES LTDA;11.726.521/0001-47;RJ;Ativa;Sim
TRANSUICA LOCACAO E PRESTACAO DE SERVICOS LTDA.;32.466.732/0001-68;ES;Ativa;Sim
TRANSUR TRANSPORTE RODOVIARIO MANSUR LTDA.;20.850.400/0001-01;MG;Ativa;Sim
TRANSWOLFF TRANSPORTES E TURISMO LTDA;58.322.512/0001-54;SP;Ativa;Sim
TRANSYOKI-TRANSPORTES YOKI LTDA;62.087.309/0001-18;SP;Ativa;Sim
TRANSZERO TRANSPORTADORA DE VEICULOS LTDA;59.107.938/0001-58;SP;Ativa;Sim
TRATORCASE MAQUINAS AGRICOLAS S/A;08.641.686/0001-01;PR;Ativa;Sim
TRATORCASE MAQUINAS AGRICOLAS S/A;08.641.686/0001-01;PR;Ativa;Sim
TRATORNEW SA;01.335.050/0001-92;PR;Ativa;Sim
TRATOWEL COMERCIO DE MAQUINAS AGRICOLAS LTDA;01.103.413/0001-64;SC;Ativa;Sim
TRAUFIX IMPLANTES LTDA - ME;13.962.320/0001-74;PE;Ativa;Sim
TRAUMA SURGICAL PRODUTOS MEDICOS E HOSPITALARES LTDA;77.225.540/0014-1;DF;Ativa;Sim
TRAUMACAMP COM., IMP,EXP. E LOC. DE PROD MED E HOSP LTDA;56.958.390/0010-5;SP;Ativa;Sim
TRAUMATEC DISTRIBUIDORA DE PRODUTOS MEDICOS HOSPIT LTDA - ME;87.664.410/0010-0;SC;Ativa;Sim
TRAUMATON COMERCIO IMPORTACAO E EXPORTACAO LTDA;38.708.240/0010-0;SP;Ativa;Sim
TRAUMEC TECNOLOGIA E IMPLANTES ORTOPEDICOS LTDA. ME;91.232.230/0011-0;SP;Ativa;Sim
TRAVAGIN & TRAVAGIN LTDA;56.679.863/0001-91;SP;Ativa;Sim
TRAVAIN COMERCIO DE COMBUSTIVEIS LTDA;77.758.316/0001-71;PR;Ativa;Sim
TRAVAIN COMERCIO DE COMBUSTIVEIS LTDA;77.758.316/0001-71;PR;Ativa;Sim
TRAVELEX BANCO DE CAMBIO S.A.;11.703.662/0001-44;SP;Ativa;Sim
TRAVI PLASTICOS INDUSTRIAIS LTDA;10.528.220/0001-46;RS;Ativa;Sim
TRAVI PLASTICOS INDUSTRIAIS LTDA;10.528.220/0001-46;RS;Ativa;Sim
TRAXYS BRASIL LTDA;71.160.840/0001-60;MG;Ativa;Sim
TRAXYS BRASIL LTDA;71.160.840/0001-60;MG;Ativa;Sim
TRAY TECNOLOGIA EM ECOMMERCE LTDA;08.844.842/0001-31;SP;Ativa;Sim
TRAY TECNOLOGIA EM ECOMMERCE LTDA;08.844.842/0001-31;SP;Ativa;Sim
TRB PHARMA INDUSTRIA QUIMICA E FARMACEUTICA LTDA;61.455.192/0001-15;SP;Ativa;Sim
TRBR INDUSTRIA E COMERCIO LTDA;04.530.816/0001-88;N/A;Ativa;Sim
TRC TABORDA RECUPERACAO DE CREDITO S/S LTDA;05.348.049/0001-53;PR;Ativa;Sim
TRC TABORDA RECUPERACAO DE CREDITO S/S LTDA;05.348.049/0001-53;PR;Ativa;Sim
TRDT BRASIL TECNOLOGIA LTDA;08.844.348/0001-77;SP;Ativa;Sim
TREBOL BRASIL LTDA;04.658.640/0001-44;SP;Ativa;Sim
TREBOL BRASIL LTDA;04.658.640/0001-44;SP;Ativa;Sim
TREBOLL MOVEIS LTDA;01.776.625/0001-02;RS;Ativa;Sim
TREFILACAO UNIAO DE METAIS S A;61.456.463/0001-57;SP;Ativa;Sim
TREICHEL MACROMERCADO LTDA;03.204.565/0001-89;RS;Ativa;Sim
TREK BRASIL COMERCIO DE BICICLETAS LTDA.;17.416.191/0001-70;SP;Ativa;Sim
TREK BRASIL COMERCIO DE BICICLETAS LTDA.;17.416.191/0001-70;SP;Ativa;Sim
TREMOCOLDI & CIA LTDA;46.243.986/0001-21;SP;Ativa;Sim
TRENA - MATERIAIS PARA CONSTRUCAO LTDA;76.445.923/0001-19;PR;Ativa;Sim
TRENCH ROSSI E WATANABE ADVOGADOS;61.576.369/0001-31;SP;Ativa;Sim
TRENCH ROSSI E WATANABE ADVOGADOS;61.576.369/0001-31;SP;Ativa;Sim
TRENIER GRAFICA E INDUSTRIA DE ARTEFATOS DE PAPEL S/A;85.021.657/0001-98;PR;Ativa;Sim
TREOMIX IND E COM DE SUPLEMENTO E NUTRICAO ANIMAL LTDA;21.603.026/0001-02;RO;Ativa;Sim
TREOMIX IND E COM DE SUPLEMENTO E NUTRICAO ANIMAL LTDA;21.603.026/0001-02;RO;Ativa;Sim
TREPKO DO BRASIL LTDA;22.524.225/0001-80;PR;Ativa;Sim
TRES CORACOES ALIMENTOS S.A.;63.310.411/0001-01;CE;Ativa;Sim
TRES FRONTEIRAS NAVEGACAO E TURISMO LTDA;34.626.446/0001-48;PR;Ativa;Sim
TRES LEOES MATERIAL HOSPITALAR LTDA;17.523.300/0125-;SE;Ativa;Sim
TRES RIOS DISTRIBUICAO, REPRESENTACAO E COMERCIO DE GENEROS ALIMENTICIOS LTDA;09.248.095/0001-31;AM;Ativa;Sim
TRES TENTOS AGROINDUSTRIAL S/A;94.813.102/0001-70;RS;Ativa;Sim
TREVISAN EQUIPAMENTOS AGRO-INDUSTRIAIS LTDA;80.277.601/0001-85;PR;Ativa;Sim
TREVISO BETIM VEICULOS LTDA;21.014.220/0001-44;MG;Ativa;Sim
TREVISO GV VEICULOS S/A;22.249.080/0001-56;MG;Ativa;Sim
TREVISO JF VEICULOS LTDA;22.249.361/0001-09;MG;Ativa;Sim
TREVISO RIO VEICULOS LTDA;27.493.287/0001-95;RJ;Ativa;Sim
TREVO DERIVADOS DE PETROLEO LTDA;14.486.153/0001-03;BA;Ativa;Sim
TREVO LACTEOS S.A.;04.892.455/0001-10;MG;Ativa;Sim
TRI TELECOM LTDA;07.236.167/0001-03;RS;Ativa;Sim
TRI-STAR SERVICOS AEROPORTUARIOS LTDA;01.461.394/0001-48;SP;Ativa;Sim
TRIADE TEXTIL INDUSTRIA E COMERCIO, IMPORTACAO E EXPORTACAO LTDA;26.581.716/0001-13;SP;Ativa;Sim
TRIANA EDUCACAO LTDA.;02.127.427/0001-80;SP;Ativa;Sim
TRIANGULO ADMINISTRACAO E SERVICOS LTDA;80.727.977/0001-44;SC;Ativa;Sim
TRIANGULO DO SOL AUTO - ESTRADAS S/A;02.509.186/0001-34;SP;Ativa;Sim
TRIBOTÉCNICA LUBRIFICANTES SINTÉTICOS LTDA;57.635.260/0001-50;SP;Ativa;Sim
TRICHEM BRASIL COMERCIO DE PRODUTOS QUIMICOS LTDA.;29.303.706/0001-04;SP;Ativa;Sim
TRICHEM COMERCIAL IMPORTADORA LTDA;12.358.390/0001-55;SC;Ativa;Sim
TRICHEM COMERCIAL IMPORTADORA LTDA;12.358.390/0001-55;SC;Ativa;Sim
TRICHES FERRO E ACO LTDA;88.610.605/0001-45;RS;Ativa;Sim
TRIDENT ENERGY DO BRASIL LTDA;33.639.843/0001-91;RJ;Ativa;Sim
TRIDENT INDUSTRIA DE PRECISAO LTDA;50.029.602/0001-40;SP;Ativa;Sim
TRIEL-HT INDUSTRIAL E PARTICIPACOES S/A;89.422.042/0001-24;RS;Ativa;Sim
TRIEL-HT INDUSTRIAL E PARTICIPACOES S/A;89.422.042/0001-24;RS;Ativa;Sim
TRIER ENGENHARIA S/A;10.441.611/0001-29;DF;Ativa;Sim
TRIER MED PRODUTOS HOSPITALARES LTDA;10.792.345/0001-89;SC;Ativa;Sim
TRILHA RECIFE DISTRIBUIDORA DE VEICULOS E PECAS LTDA;08.738.479/0001-70;PE;Ativa;Sim
TRILHA VEICULOS LTDA;04.681.823/0001-80;PI;Ativa;Sim
TRIMAK ENGENHARIA E COMERCIO S/A;42.281.485/0001-89;RJ;Ativa;Sim
TRIMED BRASIL IMPORTACAO E DISTRIBUICAO LTDA;05.334.383/0001-58;SP;Ativa;Sim
TRIMTEC LTDA;00.783.986/0001-13;SP;Ativa;Sim
TRINO FRIO ARMAZENS GERAIS LTDA;13.975.934/0001-90;PE;Ativa;Sim
TRINOM COMÉRCIO DE PRODUTOS MÉDICOS ODONTOLÓGICOS;09.140.325/0001-44;SP;Ativa;Sim
TRIO ENGENHARIA E INCORPORACOES LTDA;14.293.981/0001-17;SP;Ativa;Sim
TRIO SUPERMERCADOS LTDA;24.665.081/0001-07;SP;Ativa;Sim
TRIPAG MEIOS DE PAGAMENTO LTDA;27.991.450/0001-40;MG;Ativa;Sim
TRIPET DISTRIBUICAO LTDA;68.551.662/0001-93;MG;Ativa;Sim
TRIPLE A PRODUCAO CROSSMEDIA LTDA;04.052.011/0001-76;SP;Ativa;Sim
TRISCAL CONSULTORIA E TECNOLOGIA LTDA;68.555.473/0001-99;RJ;Ativa;Sim
TRISOMA SOLUCOES EM MAT MED LTDA ME;20.965.751/0001-50;SP;Ativa;Sim
TRITEC EQUIPAMENTOS LTDA;90.555.202/0001-92;RS;Ativa;Sim
TRITEC INDUSTRIAL DE PLASTICOS LTDA;11.490.214/0001-00;SC;Ativa;Sim
TRITON FERTILANCE MAQUINAS AGRICOLAS LTDA;02.644.717/0001-00;SC;Ativa;Sim
TRITON MAQUINAS AGRICOLAS LTDA;84.586.734/0001-94;SC;Ativa;Sim
TRITON MAQUINAS AGRICOLAS LTDA;84.586.734/0001-94;SC;Ativa;Sim
TRIUMPH - FABRICACAO DE MOTOCICLETAS DE MANAUS LTDA.;14.808.074/0001-63;AM;Ativa;Sim
TRIUNFANTE BRASIL DISTRIBUIDORA DE ALIMENTOS LTDA;13.958.820/0001-32;PR;Ativa;Sim
TRIUNFANTE COMERCIO DE ALIMENTOS LTDA;81.049.504/0001-06;PR;Ativa;Sim
TRIUNFANTE DISTRIBUIDORA DE ALIMENTOS LTDA;04.176.205/0001-83;SP;Ativa;Sim
TRIUNFANTE MATOGROSSENSE ALIMENTOS LTDA;00.726.560/0001-28;MS;Ativa;Sim
TRIUNFANTE MATOGROSSENSE ALIMENTOS LTDA;00.726.560/0001-28;MS;Ativa;Sim
TRIUNFANTE PARANA ALIMENTOS LTDA;73.778.144/0001-47;PR;Ativa;Sim
TRIUNFO COMERCIO E IMPORTACAO LTDA;11.548.931/0001-45;SC;Ativa;Sim
TRIUNFO LOGISTICA LTDA;29.355.260/0001-61;RJ;Ativa;Sim
TRIUNFO SEGURANCA LTDA;08.562.228/0001-87;MG;Ativa;Sim
TRIVEL TRIANGULO VEICULOS LTDA;01.451.027/0001-63;MG;Ativa;Sim
TRIVELLA INVESTIMENTOS S.A.;03.553.662/0001-87;SP;Ativa;Sim
TRIVIUM PACKAGING BRASIL FABRICACAO DE EMBALAGENS DE ALUMINIO LTDA;11.910.822/0001-26;SP;Ativa;Sim
TRIVO IMPORTACAO E COMERCIO LTDA;07.844.545/0001-23;SC;Ativa;Sim
TRIVOR S/A;07.569.901/0001-48;DF;Ativa;Sim
TRIVOR S/A;07.569.901/0001-48;DF;Ativa;Sim
TROMBINI EMBALAGENS S/A;11.252.642/0001-02;SP;Ativa;Sim
TROMBINI PAPEL E EMBALAGENS S. A.;77.961.431/0001-49;SP;Ativa;Sim
TROMINK INDUSTRIAL LTDA.;94.813.490/0001-99;RS;Ativa;Sim
TRONOX PIGMENTOS DO BRASIL S.A;15.115.504/0001-24;BA;Ativa;Sim
TROPFRUIT NORDESTE S/A;16.460.081/0001-42;SE;Ativa;Sim
TROPIC TRAUMATO ORTOP PROTESES E IMPL CIRUR;92.761.956/0001-24;RS;Ativa;Sim
TROPICAL BIOENERGIA S.A.;08.195.806/0001-94;GO;Ativa;Sim
TROPICAL COMERCIO DE COMBUSTIVEIS LTDA.;14.078.624/0001-36;SP;Ativa;Sim
TROPICAL TRANSPORTES IPIRANGA LTDA;42.310.177/0001-34;RJ;Ativa;Sim
TROPICALIA PRODUCAO E EXPORTACAO LTDA;09.665.653/0001-64;PE;Ativa;Sim
TROPOC - PRODUTOS TROPICAIS DE CASTANHAL LTDA.;02.317.099/0001-85;PA;Ativa;Sim
TROUW NUTRITION BRASIL NUTRICAO ANIMAL LTDA;03.022.008/0001-47;SP;Ativa;Sim
TROX DO BRASIL DIFUSAO DE AR ACUST FILTRAGEM VENT LTDA;76.881.093/0001-72;PR;Ativa;Sim
TRR - COMERCIO DE COMBUSTIVEIS SANTA LUCIA LTDA;09.458.788/0001-59;RS;Ativa;Sim
TRR BRASDIESEL LTDA;05.923.723/0001-86;RO;Ativa;Sim
TRR CARRETAO COMERCIO ATACADISTA DE COMBUSTIVEIS LTDA;34.367.866/0001-57;PR;Ativa;Sim
TRR GANSO COM DE COMBUSTIVEIS LTDA;00.666.588/0001-17;RS;Ativa;Sim
TRR KANINHA COMBUSTIVEIS LTDA.;10.595.727/0001-12;RS;Ativa;Sim
TRR KANINHA COMBUSTIVEIS LTDA.;10.595.727/0001-12;RS;Ativa;Sim
TRR RIO BONITO TRANSPORTADOR REVENDEDOR E RETALHISTA DE PETROLEO LTDA;00.579.990/0001-64;MT;Ativa;Sim
TRS - GESTAO E TECNOLOGIA S.A.;12.358.343/0001-01;RS;Ativa;Sim
TRUCCOLLO & CIA LTDA;05.385.719/0001-01;PR;Ativa;Sim
TRUCK CENTER EQUIPAMENTOS AUTOMOTIVOS LTDA;80.513.021/0001-40;PR;Ativa;Sim
TRUCKPAG MEIOS DE PAGAMENTO S/A;31.443.324/0001-28;SP;Ativa;Sim
TRUCKS COMERCIO E TECNOLOGIA DE RASTREADORES E COMUNICACOES LTDA;27.755.427/0001-56;SP;Ativa;Sim
